(APIServer pid=1) INFO 08-05 16:33:35 [metrics.py:103] KV Transfer metrics: Num successful transfers=1560, Avg xfer time (ms)=37.039, P90 xfer time (ms)=239.358, Avg post time (ms)=0.514, P90 post time (ms)=0.359, Avg MB per transfer=40.0, Throughput (MB/s)=1079.936, Avg number of descriptors=1280.0
(APIServer pid=1) INFO 08-05 16:33:45 [metrics.py:103] KV Transfer metrics: Num successful transfers=840, Avg xfer time (ms)=6.021, P90 xfer time (ms)=13.592, Avg post time (ms)=0.202, P90 post time (ms)=0.367, Avg MB per transfer=40.0, Throughput (MB/s)=6643.813, Avg number of descriptors=1280.0
(APIServer pid=1) INFO 08-05 16:34:25 [metrics.py:103] KV Transfer metrics: Num successful transfers=560, Avg xfer time (ms)=5.262, P90 xfer time (ms)=13.163, Avg post time (ms)=0.236, P90 post time (ms)=0.384, Avg MB per transfer=40.143, Throughput (MB/s)=7629.313, Avg number of descriptors=1284.6
(APIServer pid=1) INFO 08-05 16:34:35 [metrics.py:103] KV Transfer metrics: Num successful transfers=1840, Avg xfer time (ms)=6.027, P90 xfer time (ms)=13.755, Avg post time (ms)=0.203, P90 post time (ms)=0.359, Avg MB per transfer=40.087, Throughput (MB/s)=6651.613, Avg number of descriptors=1282.8
(APIServer pid=1) INFO 08-05 16:35:05 [metrics.py:103] KV Transfer metrics: Num successful transfers=648, Avg xfer time (ms)=5.3, P90 xfer time (ms)=6.878, Avg post time (ms)=0.263, P90 post time (ms)=0.401, Avg MB per transfer=80.123, Throughput (MB/s)=15117.765, Avg number of descriptors=2564.0
(APIServer pid=1) INFO 08-05 16:35:15 [metrics.py:103] KV Transfer metrics: Num successful transfers=1280, Avg xfer time (ms)=5.53, P90 xfer time (ms)=7.463, Avg post time (ms)=0.259, P90 post time (ms)=0.394, Avg MB per transfer=80.156, Throughput (MB/s)=14494.322, Avg number of descriptors=2565.0
(APIServer pid=1) INFO 08-05 16:35:25 [metrics.py:103] KV Transfer metrics: Num successful transfers=472, Avg xfer time (ms)=5.28, P90 xfer time (ms)=7.879, Avg post time (ms)=0.272, P90 post time (ms)=0.411, Avg MB per transfer=80.0, Throughput (MB/s)=15151.296, Avg number of descriptors=2560.0
(APIServer pid=1) INFO 08-05 16:35:55 [metrics.py:103] KV Transfer metrics: Num successful transfers=48, Avg xfer time (ms)=5.261, P90 xfer time (ms)=7.651, Avg post time (ms)=0.388, P90 post time (ms)=0.591, Avg MB per transfer=160.0, Throughput (MB/s)=30414.637, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:36:05 [metrics.py:103] KV Transfer metrics: Num successful transfers=584, Avg xfer time (ms)=5.473, P90 xfer time (ms)=7.123, Avg post time (ms)=0.321, P90 post time (ms)=0.468, Avg MB per transfer=160.342, Throughput (MB/s)=29294.972, Avg number of descriptors=5131.0
(APIServer pid=1) INFO 08-05 16:36:15 [metrics.py:103] KV Transfer metrics: Num successful transfers=608, Avg xfer time (ms)=5.507, P90 xfer time (ms)=7.679, Avg post time (ms)=0.317, P90 post time (ms)=0.477, Avg MB per transfer=160.197, Throughput (MB/s)=29087.573, Avg number of descriptors=5126.3
(APIServer pid=1) INFO 08-05 16:36:25 [metrics.py:103] KV Transfer metrics: Num successful transfers=592, Avg xfer time (ms)=5.545, P90 xfer time (ms)=7.784, Avg post time (ms)=0.306, P90 post time (ms)=0.487, Avg MB per transfer=160.135, Throughput (MB/s)=28878.517, Avg number of descriptors=5124.3
(APIServer pid=1) INFO 08-05 16:36:35 [metrics.py:103] KV Transfer metrics: Num successful transfers=568, Avg xfer time (ms)=5.624, P90 xfer time (ms)=7.881, Avg post time (ms)=0.312, P90 post time (ms)=0.48, Avg MB per transfer=160.0, Throughput (MB/s)=28450.491, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:37:25 [metrics.py:103] KV Transfer metrics: Num successful transfers=208, Avg xfer time (ms)=7.584, P90 xfer time (ms)=8.03, Avg post time (ms)=0.562, P90 post time (ms)=0.676, Avg MB per transfer=320.0, Throughput (MB/s)=42192.461, Avg number of descriptors=10240.0
